Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
694,SUGGESTION TO KINDLE - Id love to have a translation option. I have a series of novels that Im reading in English but the setting is Italy. They throw in Italian words and I find that I have to look up some of them. It would be handle if I could scroll to the word and get a translation like I do a definition.,P,suggest kindl id love translat option seri novel im read english set itali throw italian word find look would handl could scroll word get translat like definit,1,Positive
695,This is one of my favorite things about the kindle...I love the dictionary function!,P,one favorit thing kindl love dictionari function,1,Positive
696,Waiting impatiently to receive mine!!,N,wait impati receiv mine,0,Negative
697,Love my Kindle.  Got it for Christmas!  Thanks for the tip!,P,love kindl got christma thank tip,1,Positive
698,Love this feature ,P,love featur,1,Positive
699,I <3 that feature!!!,O,featur,1,Positive
700,I LOVE MY KINDLE!!!!!!!!!!!!!!!,P,love kindl,1,Positive
701,Love my Kindle!!!!!!,P,love kindl,1,Positive
702,"When kindle first came out. I thought I would never buy one because I liked holding a book. I love my kindle so does my hubby. When he is using it, I read on my phone.",P,kindl first came thought would never buy one like hold book love kindl hubbi use read phone,1,Positive
703,thats great.. I enjoy my kindle... its in the black cover with the light..(which works great.)  It was a birthday gift..,P,that great enjoy kindl black cover light work great birthday gift,1,Positive
704,I was reading a real book the other day & kept finding myself trying to highlight the word to look it up.....lol!,P,read real book day kept find tri highlight word look lol,1,Positive
705,I love that feature.,P,love featur,1,Positive
706,Just tried it. Thanks for the tip. ,O,tri thank tip,1,Positive
707,"Customer Tip: Kindle TOUCH. While reading, you can see the definition of a word by TOUCHING it. If the word is in the dictionary, the definition will appear at the bottom of your screen. See how much easier those instructions are?",P,custom tip kindl touch read see definit word touch word dictionari definit appear bottom screen see much easier instruct,1,Positive
708,I also change the default dictionary depending upon the book I am reading. The English dictionary for classic novels by Dickens or Doyle. American for contemporary novels by American writers.,P,also chang default dictionari depend upon book read english dictionari classic novel dicken doyl american contemporari novel american writer,1,Positive
709,any way to use this feature on the Kindle for Android Ap?,O,way use featur kindl android ap,1,Positive
710,"Just got my second kindle, love the smaller size. Same 3G capabilities and my books transferred effortlessly",P,got second kindl love smaller size g capabl book transfer effortlessli,1,Positive
711,My Kindle is definitely the CATS MEOW <3,P,kindl definit cat meow,1,Positive
712,best Christmas present I ever got!  I love my Kindle and thanks for the tips!,P,best christma present ever got love kindl thank tip,1,Positive
713,"love this feature.  didnt realize how many words I just ""tried"" to define myself.",P,love featur didnt realiz mani word tri defin,0,Negative
714,"one of the best gifts I have ever received, I love mine so much, we gave one to each son, <3",P,one best gift ever receiv love mine much gave one son,1,Positive
715,Dearly luv my K......had it for years now!!!,P,dearli luv k year,1,Positive
716,"I love this on my ipad/iphone/computer kindle.  I would not usually take the time to look up a word, Id just assume a meaning by what was around it and go on.  Now, its so easy to tap it, and see the definition.  Love it!",P,love ipad iphon comput kindl would usual take time look word id assum mean around go easi tap see definit love,1,Positive
717,"This is the one Kindle feature with the biggest gap between how cool it seems it would be (eh, it might be nice), and how cool it really turns out to be once you get used to using it (omg, how did I live without this).",P,one kindl featur biggest gap cool seem would eh might nice cool realli turn get use use omg live without,0,Negative
718,"Kat,  while a touchscreen would be awesome, when you have a touchscreen its just one more thing to get scratched up and after awhile they do not work as well.",P,kat touchscreen would awesom touchscreen one thing get scratch awhil work well,0,Negative
719,"I enjoy the dictionary feature so much that I missed it when I was reading a ""book"".  I had to have the Kindle near me just to look up words I wasnt sure of.",P,enjoy dictionari featur much miss read book kindl near look word wasnt sure,0,Negative
720,The dictionary lookup feature is so helpful!  Pretty sure I used that feature just today.  :)  I use my Kindle every single day and I am so glad I have it!,P,dictionari lookup featur help pretti sure use featur today use kindl everi singl day glad,1,Positive
721,Trust me...i use this all the time!,P,trust use time,1,Positive
722,This is one of my favorite features!!!,P,one favorit featur,1,Positive
723,Thanks! I didnt k now that! I love these wonderful hints you all post.  Keep them coming!,P,thank didnt k love wonder hint post keep come,1,Positive
724,"weirdly, I cannot get this feature to work if the word in question is the first one on the left hand margin side of the page.",O,weirdli cannot get featur work word question first one left hand margin side page,0,Negative
725,...ours has been freezing up...???,N,freez,0,Negative
726,Love my Kindle!,P,love kindl,1,Positive
727,Totally love my Kindle and the dictionary feature,P,total love kindl dictionari featur,1,Positive
728,"When Im reading a physical book, there is often an embarrassing moment as I realize (after my thumb has already shifted on the page) that Im not reading my Kindle, and therefore cannot use the built-in dictionary.",N,im read physic book often embarrass moment realiz thumb alreadi shift page im read kindl therefor cannot use built dictionari,0,Negative
729,Love this feature,P,love featur,1,Positive
730,I LOVE MY KINDLE !,P,love kindl,1,Positive
731,This feature is the number one feature which has spoiled me. I seriously miss it when I read a paper book.,N,featur number one featur spoil serious miss read paper book,0,Negative
